"","school_district","school_code","school_name","postal_code","school_category","type","city","grade_10_enrollment","grade_11_enrollment","grade_12_enrollment","short_postal_code","district_name","health_authority"
"1791",67,6799182,"Connected - Junior Alternate","V2A1Z2","Public School","Alternate programs school","PENTICTON","Y","Y","Y","V2A","Okanagan Skaha","Interior"
"1792",67,6799183,"Connected - Senior Alternate","V2A1Z2","Public School","Alternate programs school","PENTICTON","N","Y","Y","V2A","Okanagan Skaha","Interior"
"1793",67,6799203,"Summerland Secondary Alternate","V0H1Z0","Public School","Alternate programs school","SUMMERLAND","N","N","N","V0H","Okanagan Skaha","Interior"
"1794",67,6799204,"Princess Margaret AIM","V2A3T1","Public School","Alternate programs school","PENTICTON","Y","Y","Y","V2A","Okanagan Skaha","Interior"
"1795",67,6799205,"Penticton Secondary Stride","V2A1Z3","Public School","Alternate programs school","PENTICTON","Y","Y","Y","V2A","Okanagan Skaha","Interior"
"1796",68,6825025,"Georgia Ave StrongStart Centre","V9R3W3","Early learning school","StrongStart center","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1797",68,6825067,"Fairview StrongStart Centre","V9R3R3","Early learning school","StrongStart center","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1798",68,6825168,"Quarterway StrongStart Centre","V9S1G6","Early learning school","StrongStart center","NANAIMO","N","N","N","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1799",68,6825169,"Ladysmith StrongStart Centre","V9G1A6","Early learning school","StrongStart center","LADYSMITH","N","N","N","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1800",68,6825170,"Cedar StrongStart Centre","V9X1J9","Early learning school","StrongStart center","NANAIMO","N","N","N","V9X","Nanaimo-Ladysmith","Vancouver Island"
"1801",68,6825295,"McGirr StrongStart Centre","V9V1C7","Early learning school","StrongStart center","NANAIMO","N","N","N","V9V","Nanaimo-Ladysmith","Vancouver Island"
"1802",68,6825296,"Bayview StrongStart Centre","V9R4N6","Early learning school","StrongStart center","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1803",68,6825297,"Frank J. Ney StrongStart Centre","V9V1L1","Early learning school","StrongStart center","NANAIMO","N","N","N","V9V","Nanaimo-Ladysmith","Vancouver Island"
"1804",68,6868000,"Continuing Ed SD 68","V9S2L9","Public School","Continuing education school","NANAIMO","N","N","Y","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1805",68,6868001,"Nanaimo District Secondary","V9R3K5","Public School","Standard school","NANAIMO","Y","Y","Y","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1806",68,6868002,"Ladysmith Secondary","V9G1A2","Public School","Standard school","LADYSMITH","Y","Y","Y","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1807",68,6868007,"Cedar Secondary","V9X1L9","Public School","Standard school","NANAIMO","Y","Y","Y","V9X","Nanaimo-Ladysmith","Vancouver Island"
"1808",68,6868009,"Cedar Elementary","V9X1J9","Public School","Standard school","NANAIMO","N","N","N","V9X","Nanaimo-Ladysmith","Vancouver Island"
"1809",68,6868010,"Dover Bay Secondary","V9V1M1","Public School","Standard school","NANAIMO","Y","Y","Y","V9V","Nanaimo-Ladysmith","Vancouver Island"
"1810",68,6868011,"John Barsby Secondary","V9R3Z2","Public School","Standard school","NANAIMO","Y","Y","Y","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1811",68,6868015,"Wellington Secondary","V9T2W8","Public School","Standard school","NANAIMO","Y","Y","Y","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1812",68,6868018,"Bayview Elementary","V9R4N6","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1813",68,6868019,"Brechin Elementary","V9S5A9","Public School","Standard school","NANAIMO","N","N","N","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1814",68,6868022,"Chase River Elementary","V9R6R7","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1815",68,6868024,"Cilaire Elementary","V9S3C9","Public School","Standard school","NANAIMO","N","N","N","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1816",68,6868028,"Departure Bay Elementary","V9T1B4","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1817",68,6868036,"Fairview Elementary","V9R3R3","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1818",68,6868037,"Forest Park Elementary","V9S2W5","Public School","Standard school","NANAIMO","N","N","N","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1819",68,6868038,"Frank J. Ney Elementary","V9V1L1","Public School","Standard school","NANAIMO","N","N","N","V9V","Nanaimo-Ladysmith","Vancouver Island"
"1820",68,6868040,"Gabriola Elementary","V0R1X0","Public School","Standard school","GABRIOLA ISLAND","N","N","N","V0R","Nanaimo-Ladysmith","Vancouver Island"
"1821",68,6868041,"Georgia Avenue Elementary","V9R3W3","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1822",68,6868044,"Hammond Bay Elementary","V9T1N5","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1823",68,6868048,"Ladysmith Intermediate","V9G1A6","Public School","Standard school","LADYSMITH","N","N","N","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1824",68,6868049,"Ladysmith Primary","V9G1A6","Public School","Standard school","LADYSMITH","N","N","N","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1825",68,6868052,"Mountain View Elementary","V9R5K3","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1826",68,6868055,"McGirr Elementary","V9V1C7","Public School","Standard school","NANAIMO","N","N","N","V9V","Nanaimo-Ladysmith","Vancouver Island"
"1827",68,6868058,"North Oyster Elementary","V9G1H6","Public School","Standard school","LADYSMITH","N","N","N","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1828",68,6868061,"Park Avenue Elementary","V9R1A9","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1829",68,6868065,"Pauline Haarer Elementary","V9R3G7","Public School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1830",68,6868066,"Pleasant Valley Elementary","V9T2P2","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1831",68,6868070,"Qwam Qwum Stuwixwulh Community School","V9X1M4","Public School","Standard school","NANAIMO","N","N","N","V9X","Nanaimo-Ladysmith","Vancouver Island"
"1832",68,6868071,"Quarterway Elementary","V9S1G6","Public School","Standard school","NANAIMO","N","N","N","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1833",68,6868073,"Randerson Ridge Elementary","V9T5N7","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1834",68,6868076,"Rock City Elementary","V9T1C5","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1835",68,6868080,"Seaview Elementary","V0R2H0","Public School","Standard school","LANTZVILLE","N","N","N","V0R","Nanaimo-Ladysmith","Vancouver Island"
"1836",68,6868086,"Uplands Park Elementary","V9T3X4","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1837",68,6868323,"Cinnabar Valley Elementary","V9X1C8","Public School","Standard school","NANAIMO","N","N","N","V9X","Nanaimo-Ladysmith","Vancouver Island"
"1838",68,6868325,"Syuẁén'ct Elementary School","V9T6P1","Public School","Standard school","NANAIMO","N","N","N","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1839",68,6896229,"Discover Montessori School","V9R7C6","Independent School","Standard school","NANAIMO","N","N","N","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1840",68,6896256,"Nanaimo Christian School","V9R6W2","Independent School","Standard school","NANAIMO","Y","Y","Y","V9R","Nanaimo-Ladysmith","Vancouver Island"
"1841",68,6896730,"Aspengrove School","V0R2H0","Independent School","Standard school","LANTZVILLE","Y","Y","Y","V0R","Nanaimo-Ladysmith","Vancouver Island"
"1842",68,6897002,"Stz'uminus Senior Secondary","V9G1K6","Independent First Nations School","Standard school","LADYSMITH","Y","Y","Y","V9G","Nanaimo-Ladysmith","Vancouver Island"
"1843",68,6899022,"Learning Alternatives","V9S2L9","Public School","Alternate programs school","NANAIMO","Y","Y","Y","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1844",68,6899114,"Career Technical Centre","V9S2L9","Public School","Standard school","NANAIMO","N","N","Y","V9S","Nanaimo-Ladysmith","Vancouver Island"
"1845",68,6899308,"Island Connected K-12","V9T5P4","Public School","District online learning school","NANAIMO","Y","Y","Y","V9T","Nanaimo-Ladysmith","Vancouver Island"
"1846",69,6925087,"MDC StrongStart Partnership","V9P2G4","Early learning school","StrongStart center","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1847",69,6925171,"Qualicum Beach StrongStart Centre","V9P2G4","Early learning school","StrongStart center","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1848",69,6925193,"SD 69 StrongStart BC Outreach Program #1","V9P2G5","Early learning school","StrongStart outreach","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1849",69,6969000,"Continuing Ed SD 69","V9P1E8","Public School","Continuing education school","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1850",69,6969006,"Qualicum Beach Elementary","V9K2T6","Public School","Standard school","QUALICUM BEACH","N","N","N","V9K","Qualicum","Vancouver Island"
"1851",69,6969012,"Ecole Secondaire Ballenas Secondary","V9P1G4","Public School","Standard school","Parksville","Y","Y","Y","V9P","Qualicum","Vancouver Island"
"1852",69,6969014,"Kwalikum Secondary","V9K1L1","Public School","Standard school","QUALICUM BEACH","Y","Y","Y","V9K","Qualicum","Vancouver Island"
"1853",69,6969015,"Bowser Elementary","V0R1G0","Public School","Standard school","BOWSER","N","N","N","V0R","Qualicum","Vancouver Island"
"1854",69,6969016,"False Bay School","V0R2J0","Public School","Standard school","LASQUETI ISLAND","N","N","N","V0R","Qualicum","Vancouver Island"
"1855",69,6969018,"Nanoose Bay Elementary","V9P9J9","Public School","Standard school","NANOOSE BAY","N","N","N","V9P","Qualicum","Vancouver Island"
"1856",69,6969020,"Arrowview Elementary","V9K1N1","Public School","Standard school","QUALICUM BEACH","N","N","N","V9K","Qualicum","Vancouver Island"
"1857",69,6969021,"Errington Elementary","V0R1V0","Public School","Standard school","ERRINGTON","N","N","N","V0R","Qualicum","Vancouver Island"
"1858",69,6969023,"Oceanside Elementary","V9P2B3","Public School","Standard school","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1859",69,6969025,"Springwood Elementary","V9P2G3","Public School","Standard school","PARKSVILLE","N","N","N","V9P","Qualicum","Vancouver Island"
"1860",69,6996000,"Coast Karma Academy","V9K1M3","Independent School","Standard school","Qualicum Beach","N","N","N","V9K","Qualicum","Vancouver Island"
"1861",69,6996656,"Arrowsmith Independent School","V9K1X5","Independent School","Standard school","QUALICUM BEACH","N","N","N","V9K","Qualicum","Vancouver Island"
"1862",69,6999094,"Collaborative Education Alternative Prg.","V9P1E8","Public School","District online learning school","Parksville","Y","Y","Y","V9P","Qualicum","Vancouver Island"
"1863",69,6999123,"Pass/Woodwinds Alternate","V9P2H2","Public School","Alternate programs school","PARKSVILLE","Y","Y","Y","V9P","Qualicum","Vancouver Island"
"1864",70,7025013,"Ucluelet Community StrongStart Centre","V0R3A0","Early learning school","StrongStart center","UCLUELET","N","N","N","V0R","Pacific Rim","Vancouver Island"
"1865",70,7025172,"Tsuma-as StrongStart Centre","V9Y7B5","Early learning school","StrongStart center","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1866",70,7025298,"Eric J Dunn StrongStart","V9Y3A8","Early learning school","StrongStart center","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1867",70,7025377,"Wickaninnish Community StrongStart","V0R2Z0","Early learning school","StrongStart center","TOFINO","N","N","N","V0R","Pacific Rim","Vancouver Island"
"1868",70,7025459,"Tsuma-as Just B4 Program","V9Y7B5","Early learning school","StrongStart center","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1869",70,7070000,"SD 70 Continuing Ed","V9Y2K5","Public School","Continuing education school","PORT ALBERNI","N","N","Y","V9Y","Pacific Rim","Vancouver Island"
"1870",70,7070001,"Alberni District Secondary","V9Y0B1","Public School","Standard school","PORT ALBERNI","Y","Y","Y","V9Y","Pacific Rim","Vancouver Island"
"1871",70,7070005,"Ucluelet Secondary","V0R3A0","Public School","Standard school","UCLUELET","Y","Y","Y","V0R","Pacific Rim","Vancouver Island"
"1872",70,7070006,"Alberni Elementary","V9Y6P6","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1873",70,7070018,"John Howitt Elementary","V9Y6Y3","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1874",70,7070020,"Maquinna Elementary","V9Y1J6","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1875",70,7070024,"Wickaninnish Community School","V0R2Z0","Public School","Standard school","TOFINO","N","N","N","V0R","Pacific Rim","Vancouver Island"
"1876",70,7070025,"Wood Elementary","V9Y5E8","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1877",70,7070026,"Ucluelet Elementary","V0R3A0","Public School","Standard school","UCLUELET","N","N","N","V0R","Pacific Rim","Vancouver Island"
"1878",70,7070027,"Bamfield Community School","V0R1B0","Public School","Standard school","BAMFIELD","N","Y","Y","V0R","Pacific Rim","Vancouver Island"
"1879",70,7070028,"Tsuma-as Elementary","V9Y7B5","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1880",70,7070029,"Eric J Dunn Elementary","V9Y3A8","Public School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1881",70,7095030,"Kackaamin Family Development Centre","V9Y8N3","Public School","Short term PRP school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1882",70,7096763,"John Paul II Catholic School","V9Y4S4","Independent School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1883",70,7097045,"Maaqtusiis Secondary","V0R1A0","Independent First Nations School","Standard school","AHOUSAHT","Y","Y","Y","V0R","Pacific Rim","Vancouver Island"
"1884",70,7097093,"Haahuupayak School","V9Y8X9","Independent First Nations School","Standard school","PORT ALBERNI","N","N","N","V9Y","Pacific Rim","Vancouver Island"
"1885",70,7097490,"Maaqtusiis Elementary","V0R1A0","Independent First Nations School","Standard school","AHOUSAHT","N","N","N","V0R","Pacific Rim","Vancouver Island"
"1886",70,7099041,"Eighth Avenue Learning Centre","V9Y2K5","Public School","Alternate programs school","PORT ALBERNI","Y","Y","Y","V9Y","Pacific Rim","Vancouver Island"
"1887",70,7099171,"Choices DL","V9Y2K5","Public School","District online learning school","PORT ALBERNI","N","Y","N","V9Y","Pacific Rim","Vancouver Island"
"1888",71,7125014,"Queneesh StrongStart Centre","V9N9H1","Early learning school","StrongStart center","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1889",71,7125068,"Courtenay StrongStart Centre","V9N3A5","Early learning school","StrongStart center","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1890",71,7125173,"Airport StrongStart Centre","V0R2K0","Early learning school","StrongStart center","Lazo","N","N","N","V0R","Comox Valley","Vancouver Island"
"1891",71,7125299,"Cumberland StrongStart Centre","V0R1S0","Early learning school","StrongStart center","CUMBERLAND","N","N","N","V0R","Comox Valley","Vancouver Island"
"1892",71,7125443,"SD 71 StrongStart BC Outreach Program #1","V9N 7G5","Early learning school","StrongStart outreach","Courtenay","N","N","N","V9N","Comox Valley","Vancouver Island"
"1893",71,7171000,"Sandwick Continuing Education","V9J1M1","Public School","Continuing education school","COURTENAY","Y","Y","Y","V9J","Comox Valley","Vancouver Island"
"1894",71,7171040,"Georges P. Vanier Secondary","V9J1P2","Public School","Standard school","COURTENAY","Y","Y","Y","V9J","Comox Valley","Vancouver Island"
"1895",71,7171041,"Highland Secondary","V9M3S8","Public School","Standard school","COMOX","Y","Y","Y","V9M","Comox Valley","Vancouver Island"
"1896",71,7171043,"Glacier View Secondary Centre","V9N3Y4","Public School","Alternate programs school","COURTENAY","Y","Y","Y","V9N","Comox Valley","Vancouver Island"
"1897",71,7171050,"Ecole Robb Road","V9M2C9","Public School","Standard school","COMOX","N","N","N","V9M","Comox Valley","Vancouver Island"
"1898",71,7171052,"Lake Trail Community","V9N3L7","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1899",71,7171053,"Cumberland Community School","V0R1S0","Public School","Standard school","CUMBERLAND","N","N","N","V0R","Comox Valley","Vancouver Island"
"1900",71,7171054,"Ecole Secondaire Mark R Isfeld Secondary","V9N9B5","Public School","Standard school","COURTENAY","Y","Y","Y","V9N","Comox Valley","Vancouver Island"
"1901",71,7171060,"Arden Elementary","V9N9M1","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1902",71,7171063,"Brooklyn Elementary","V9M4G2","Public School","Standard school","COMOX","N","N","N","V9M","Comox Valley","Vancouver Island"
"1903",71,7171065,"Courtenay Elementary","V9N3A5","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1904",71,7171067,"Denman Island Community School","V0R1T0","Public School","Standard school","DENMAN ISLAND","N","N","N","V0R","Comox Valley","Vancouver Island"
"1905",71,7171070,"Hornby Island Elementary","V0R1Z0","Public School","Standard school","HORNBY ISLAND","N","N","N","V0R","Comox Valley","Vancouver Island"
"1906",71,7171071,"Ecole Puntledge Park Elementary","V9N3L3","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1907",71,7171072,"Royston Elementary","V0R2V0","Public School","Standard school","ROYSTON","N","N","N","V0R","Comox Valley","Vancouver Island"
"1908",71,7171077,"Airport Elementary","V0R2K0","Public School","Standard school","LAZO","N","N","N","V0R","Comox Valley","Vancouver Island"
"1909",71,7171079,"Miracle Beach Elementary","V9J1J8","Public School","Standard school","BLACK CREEK","N","N","N","V9J","Comox Valley","Vancouver Island"
"1910",71,7171080,"Valley View Elementary","V9N9A3","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1911",71,7171081,"Huband Park Elementary","V9J1L5","Public School","Standard school","COURTENAY","N","N","N","V9J","Comox Valley","Vancouver Island"
"1912",71,7171082,"Navigate Academy","V9J1T6","Public School","Standard school","COURTENAY","N","N","N","V9J","Comox Valley","Vancouver Island"
"1913",71,7171155,"Aspen Park Elementary","V9M4E7","Public School","Standard school","COMOX","N","N","N","V9M","Comox Valley","Vancouver Island"
"1914",71,7171156,"Queneesh Elementary","V9N9H1","Public School","Standard school","COURTENAY","N","N","N","V9N","Comox Valley","Vancouver Island"
"1915",71,7196327,"Phil & Jennie Gaglardi Academy","V9M3H8","Independent School","Standard school","COMOX","Y","Y","Y","V9M","Comox Valley","Vancouver Island"
"1916",71,7196822,"Beachcombers Academy","V0R1W0","Independent School","Standard school","FANNY BAY","N","N","N","V0R","Comox Valley","Vancouver Island"
"1917",71,7198008,"North Island Distance Education","V9J1T6","Public School","Provincial online learning school","COURTENAY","Y","Y","Y","V9J","Comox Valley","Vancouver Island"
"1918",71,7199299,"Nala'atsi Alternate Program","V9N1X6","Public School","Alternate programs school","COURTENAY","Y","Y","Y","V9N","Comox Valley","Vancouver Island"
"1919",72,7225069,"Pinecrest StrongStart Centre","V9W2S1","Early learning school","StrongStart center","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1920",72,7225070,"Georgia Park StrongStart Centre","V9H1R9","Early learning school","StrongStart center","CAMPBELL RIVER","N","N","N","V9H","Campbell River","Vancouver Island"
"1921",72,7225174,"Sayward StrongStart Centre","V0P1R0","Early learning school","StrongStart center","SAYWARD","N","N","N","V0P","Campbell River","Vancouver Island"
"1922",72,7225300,"Sandowne StrongStart Centre","V9W5G9","Early learning school","StrongStart center","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1923",72,7272000,"Continuing Ed SD 72","V9W6J7","Public School","Continuing education school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1924",72,7272010,"Carihi Secondary","V9W2X9","Public School","Standard school","CAMPBELL RIVER","Y","Y","Y","V9W","Campbell River","Vancouver Island"
"1925",72,7272012,"Timberline Secondary School","V9W8C1","Public School","Standard school","CAMPBELL RIVER","Y","Y","Y","V9W","Campbell River","Vancouver Island"
"1926",72,7272014,"Ecole Phoenix Middle","V9W3Z9","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1927",72,7272016,"Southgate Middle School","V9W1W6","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1928",72,7272017,"Cortes Island School","V0P1K0","Public School","Standard school","MANSONS LANDING","Y","Y","Y","V0P","Campbell River","Vancouver Island"
"1929",72,7272029,"Cedar Elementary","V9W2V3","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1930",72,7272031,"Ecole Des Deux Mondes Elementary","V9W4A3","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1931",72,7272032,"Ripple Rock Elementary","V9H1R4","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9H","Campbell River","Vancouver Island"
"1932",72,7272035,"eBlend","V9W6J7","Public School","District online learning school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1933",72,7272046,"Georgia Park Elementary","V9H1T4","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9H","Campbell River","Vancouver Island"
"1934",72,7272061,"Ocean Grove Elementary","V9H1K2","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9H","Campbell River","Vancouver Island"
"1935",72,7272065,"Pinecrest Elementary","V9W2S1","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1936",72,7272066,"Penfield Elementary","V9W1P9","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1937",72,7272069,"Quadra Elementary","V0P1N0","Public School","Standard school","QUATHIASKI COVE","N","N","N","V0P","Campbell River","Vancouver Island"
"1938",72,7272078,"Sandowne Elementary","V9W5G9","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1939",72,7272085,"Surge Narrows Elementary","V0P1W0","Public School","Standard school","SURGE NARROWS","N","Y","N","V0P","Campbell River","Vancouver Island"
"1940",72,7272097,"Ècole Willow Point Elementary","V9W1S4","Public School","Standard school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1941",72,7272119,"Sayward Elem-Jr Secondary","V0P1R0","Public School","Standard school","SAYWARD","N","N","N","V0P","Campbell River","Vancouver Island"
"1942",72,7295057,"Compass School Program","V9W4E3","Public School","Youth custody or residential attendance school","CAMPBELL RIVER","N","N","N","V9W","Campbell River","Vancouver Island"
"1943",72,7296335,"Campbell River Christian School","V9W6Y7","Independent School","Standard school","CAMPBELL RIVER","Y","Y","Y","V9W","Campbell River","Vancouver Island"
"1944",72,7299073,"Elm Alternate","V9W6J7","Public School","Alternate programs school","CAMPBELL RIVER","Y","Y","Y","V9W","Campbell River","Vancouver Island"
"1945",73,7324002,"Beattie Elementary","V2C1M3","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1946",73,7324004,"Haldane Elementary","V0E1M0","Public School","Standard school","CHASE","N","N","N","V0E","Kamloops-Thompson","Interior"
"1947",73,7324005,"Ecole Lloyd George Elementary","V2C3A1","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1948",73,7324010,"Savona Elementary","V0K2J0","Public School","Standard school","SAVONA","N","N","N","V0K","Kamloops-Thompson","Interior"
"1949",73,7324011,"Marion Schilling Elementary","V2C4P6","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1950",73,7324012,"South Kamloops Secondary","V2C3E9","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2C","Kamloops-Thompson","Interior"
"1951",73,7324014,"Kamloops School of the Arts","V2C3X6","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2C","Kamloops-Thompson","Interior"
"1952",73,7324018,"Heffley Creek Elementary","V2H0B7","Public School","Standard school","HEFFLEY CREEK","N","N","N","V2H","Kamloops-Thompson","Interior"
"1953",73,7324020,"Westsyde Elementary","V2B7H4","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1954",73,7324021,"Westwold Elementary","V0E2B0","Public School","Standard school","WESTWOLD","N","N","N","V0E","Kamloops-Thompson","Interior"
"1955",73,7324023,"Dallas Elementary","V2C4Z2","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1956",73,7324028,"George Hilliard Elementary","V2B5H1","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1957",73,7324031,"Arthur Stevenson Elementary","V2B6Y7","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1958",73,7324032,"Bert Edwards Science & Technology","V2B2B7","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1959",73,7324033,"Ralph Bell Elementary School","V2C4B8","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1960",73,7324034,"Rayleigh Elementary","V2H1M9","Public School","Standard school","KAMLOOPS","N","N","N","V2H","Kamloops-Thompson","Interior"
"1961",73,7324036,"Arthur Hatton Elementary","V2B1L4","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1962",73,7324039,"AE Perry Elementary","V2B1W9","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1963",73,7324040,"Kay Bingham Elementary","V2B5M2","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1964",73,7324044,"Norkam Secondary School","V2B3C1","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2B","Kamloops-Thompson","Interior"
"1965",73,7324045,"Valleyview Secondary","V2C4C2","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2C","Kamloops-Thompson","Interior"
"1966",73,7324052,"Barriere Elementary","V0E1E0","Public School","Standard school","BARRIERE","N","N","N","V0E","Kamloops-Thompson","Interior"
"1967",73,7324053,"Logan Lake Elementary","V0K1W0","Public School","Standard school","LOGAN LAKE","N","N","N","V0K","Kamloops-Thompson","Interior"
"1968",73,7324054,"Parkcrest Elementary","V2B4Y1","Public School","Standard school","KAMLOOPS","N","N","N","V2B","Kamloops-Thompson","Interior"
"1969",73,7324055,"Westsyde Secondary","V2B6P2","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2B","Kamloops-Thompson","Interior"
"1970",73,7324056,"Robert L Clemitson Elementary","V2C5B7","Public School","Standard school","KAMLOOPS","N","N","N","V2C","Kamloops-Thompson","Interior"
"1971",73,7324057,"Sa-Hali Secondary","V2C1P8","Public School","Standard school","KAMLOOPS","Y","Y","Y","V2C","Kamloops-Thompson","Interior"
